StateDesc,ACCESS2_AdjPrev,ARTHRITIS_AdjPrev,BINGE_AdjPrev,BPHIGH_AdjPrev,BPMED_AdjPrev,CANCER_AdjPrev,CASTHMA_AdjPrev,CERVICAL_AdjPrev,CHD_AdjPrev,CHECKUP_AdjPrev,CHOLSCREEN_AdjPrev,COLON_SCREEN_AdjPrev,COPD_AdjPrev,COREM_AdjPrev,COREW_AdjPrev,CSMOKING_AdjPrev,DENTAL_AdjPrev,DEPRESSION_AdjPrev,DIABETES_AdjPrev,GHLTH_AdjPrev,HIGHCHOL_AdjPrev,KIDNEY_AdjPrev,LPA_AdjPrev,MAMMOUSE_AdjPrev,MHLTH_AdjPrev,OBESITY_AdjPrev,PHLTH_AdjPrev,SLEEP_AdjPrev,STROKE_AdjPrev,TEETHLOST_AdjPrev,HEARING_AdjPrev,VISION_AdjPrev,COGNITION_AdjPrev,MOBILITY_AdjPrev,SELFCARE_AdjPrev,INDEPLIVE_AdjPrev,DISABILITY_AdjPrev,workout,all,mcdonalds,burgerking,tacobell,dominos,kfc,mc_tb_do_kc,gdp_22
Idaho,10.574071069685623,22.402402043638798,16.08059411138694,28.72882504972585,53.25871584488167,6.309728537136959,10.249630995048193,79.86769043248988,5.354195461888778,71.20327262072163,78.92042644546885,65.46379858626572,5.907704257352876,40.1642546278834,38.10525102805321,15.466030028570334,65.38190884112613,23.54042725560162,9.141898856502868,14.49744613537739,28.578559205186107,2.8010301837581006,21.924315293149693,67.61537710890973,15.739201324830095,32.89347595878422,11.106253804073074,30.587971474909818,2.72618212310546,11.756018628845041,7.503967230655845,4.613082960225111,14.820558170951694,12.254981448485815,3.3556194017327363,7.3479356081230005,30.439920028323083,31.4,65.5,3.5,2.0,1.8,2.4,0.8,10.5,109546500000.0
Illinois,9.655397278721198,20.38920541099063,17.164839925031583,28.98611164183095,61.27889384411547,5.967671585670138,9.477539020929617,80.96926885904074,5.023883402942469,76.54972775453264,82.02530521125846,67.36248429444132,5.5839241211891055,42.70435042693155,38.483357454451415,14.347175611604305,64.45855160123897,18.229542699429715,9.766303883156722,14.621283980570839,28.249494971735324,2.774890977518077,26.358683211867543,74.85710171409487,14.441428211677747,33.56239652245529,10.251461010558446,32.611611234656365,2.7526975285975137,10.794486771817851,6.590348924816846,4.526829588582035,13.480615609760795,13.448589670226871,3.3568242798052865,7.466115594016761,29.615095534700835,24.8,82.5,5.2,2.4,2.1,1.6,1.2,12.5,1033310100000.0
Indiana,9.403594439305992,25.079066762562658,16.855342496346967,32.22875727760199,62.924330908751635,6.326486570276015,10.611360383544776,82.01533219658874,5.625464866584337,73.87551672535275,81.77339322669678,68.83148489160642,7.312684850172311,44.06468486192667,36.90682503708134,18.606961137880848,61.41977766627461,24.853487246886377,10.66627217074384,16.59025589977057,31.04770980247532,2.8510597217008264,25.79595999697326,69.61573773671262,16.650371621447885,37.45817883818434,11.298890447157904,34.891287917913424,2.9229614229240877,13.980592243444558,5.950124956196641,4.623191411676635,13.41753290669903,13.009948361625835,3.5052292651247394,7.900264370256473,28.2801725980883,15.1,73.7,5.2,2.9,3.5,1.7,1.8,15.1,455750200000.0
Iowa,8.19955488104115,22.787397336551958,21.329524919364662,27.910632402142255,59.09325613303022,6.353031321805692,9.412632916379456,83.50702472441176,5.01130488785276,73.38625611831088,79.70579772689621,71.91128772573431,5.980271518493591,45.10261587640017,41.92867664721105,16.531867705120984,67.07078625364421,18.8145683523646,8.566318246432363,12.883473255750953,30.10180174057704,2.6378637045935918,23.997797736917878,75.21959566299486,15.12168969198695,37.03609491027313,9.49882057412297,30.870946255949196,2.6037405588774973,10.358681228995588,5.861306218856471,3.7778578920220887,11.29664709203875,9.570420838319379,3.011086227431266,6.122625653796852,22.96234214687454,22.2,67.7,4.6,2.6,1.7,1.3,1.3,11.5,231107800000.0
Kansas,11.69868758140001,23.609101943649893,18.597463522913994,31.542999105153644,61.65191274259843,6.248819286699093,10.135569972145948,83.55853300401897,5.4359650539668,72.8839911101479,81.79991228733768,67.27075508539205,5.856877504189694,44.82661844174059,40.76845407625345,16.489959285513237,66.044721939956,20.47203417726954,10.001182348968268,14.342916946945087,33.42776054647646,2.6624570381744315,23.984927393407308,71.22014692382083,15.373775379253331,37.10064806503958,9.68229669506594,32.3436700013835,2.675184131845694,10.734004536250819,6.2891411792207546,4.158166853064593,12.942879565130568,11.874978344445648,3.2133902545575483,6.866632283575652,26.924889848026055,23.2,74.7,5.1,2.3,3.2,1.5,1.3,13.4,210670500000.0
Kentucky,7.626584636427866,26.990621489273284,15.318325544407966,35.52445585814856,65.1263419874156,6.362057008103529,11.260560997774869,81.82732721957761,6.276257497127108,73.5257019901122,82.67402109906564,71.94295433044883,8.677288633461613,45.369694774952016,39.4595982520046,21.097120633060673,55.62568861802717,27.129754995904108,10.841996840373673,20.725695603444716,32.232826206802955,2.9364780278680462,29.16172507880216,69.59435085956119,18.662334828138768,38.78759695870443,13.586049478045165,37.88165817846034,3.0943220530297415,15.521010140165176,8.25438446939877,5.518103408129784,17.840761219800267,16.82322147942717,4.027701726662164,9.608829146444068,36.86114972433103,14.6,74.2,5.6,2.3,3.3,2.1,2.3,15.6,260304100000.0
Louisiana,10.12611504597596,25.76849878472256,17.885191002600102,37.28775403883222,63.71837308314556,6.09509345385114,10.383551248505908,82.76617780917883,6.041907359505646,78.24908168104692,84.6656087405686,70.16967781685611,7.599388695659884,39.665888625267,36.69099580951492,20.89636885178719,55.91629053510918,25.503381669779742,12.165731014412266,19.87404505187772,33.35589915067905,3.193773354812354,29.064988072136806,76.56358849726224,18.93920920353967,38.5610083764287,12.882031605647608,37.80635804523613,3.519779426982468,14.957871773362164,6.562088188117466,6.258711816726776,17.34022539130766,16.253533841675917,4.712595049315026,9.724340907434549,34.014211987897184,20.3,76.2,5.1,3.4,2.9,2.3,1.0,14.7,281429300000.0
Maine,8.058956587261623,24.78748315718672,17.96410114214132,28.153584522319967,55.21696465723736,6.457268552964591,11.675629460293957,84.2069147901216,5.510993939137778,75.09042154947323,57.278942493588985,76.9585428133565,6.83127345149962,50.782021166743306,40.83405203290661,16.53676131192125,65.2308523174035,25.253685014432534,8.086095360383373,12.811931233954237,28.82803227115818,2.641792840501746,24.521692669031154,75.3333632356274,16.553141963509486,32.12245324639077,10.226156588427594,32.068551215633924,2.6058956587261624,13.694172842061233,6.671746340126813,4.040222860753203,14.520293649758388,11.326278796747232,3.0880178276942853,6.817602734784626,28.106710599476628,24.0,74.9,4.6,2.5,1.5,1.9,1.3,11.8,84497500000.0
Maryland,8.889732218093084,22.472439716995382,14.663652342067781,32.08140968339835,60.728314719773095,5.988179322768429,9.916338474020575,84.9217886438386,4.6444140584892875,72.61774454354482,87.48395248501694,73.49401714059834,4.847721077693589,48.46168315375071,43.05220464973239,12.468792769786326,64.81353476950765,18.39912895577692,9.955690108025314,13.85922956356631,32.57346749759819,2.7867818337621157,21.454794506327445,75.2694334863066,14.592809477303717,34.3089559845382,8.996534979235634,34.847528851383316,2.8222037365317094,8.536503794162295,4.873981777185846,4.277539139894721,10.809717817745584,10.657849349137706,3.0756562271446386,6.215123836013813,23.476838197546233,22.9,89.7,4.7,2.0,1.5,2.0,1.1,11.3,470187100000.0
Massachusetts,5.079718766227379,22.04062759539641,17.89622686540325,26.077878392600535,56.459262350131844,6.332983727486401,10.919633391331338,85.14331935568526,4.733010242496374,72.75803280960461,87.19591282288503,78.82799181871636,5.320489645759754,53.026969215529384,44.44180871596482,12.520591310492913,71.97804801994295,21.309439314916283,8.12813779444081,12.295551405546076,30.48187278149756,2.5805430365670907,20.903072734595202,80.14285886498291,15.28007740607609,27.745990785890864,9.17013930258938,31.538060478561565,2.4694900284520953,9.546738002351704,5.492827861605966,3.7996981268978027,12.501138599197134,10.25481989765378,2.900027517197175,6.301767672103819,24.452630061349605,29.5,77.5,3.4,1.7,1.0,1.9,0.7,8.7,688391600000.0
Michigan,7.831293872703406,25.43548243022379,17.69298266577692,31.499712291873756,60.46025404318119,6.342904796438814,11.100345205973925,84.48128737074053,5.5272206690584476,74.34819259858732,84.60329388344881,74.40682448411378,6.679133096821738,46.20900192034255,40.903786599907214,17.823570625295808,67.91088632549155,23.781522515944236,9.317389850430978,15.456499977961977,30.940247349194006,2.8672497075111654,22.595688427530874,72.81896872799618,16.79269264937924,35.476908878298474,10.918079635563737,34.955867670778005,2.9323746412105454,10.566941006054137,6.079901741262471,4.450700853891295,12.67869958951571,12.178217827397214,3.495907673520077,7.714290140367776,26.972262248290214,23.6,73.9,5.4,2.9,3.0,1.3,1.6,14.2,620695600000.0
Minnesota,6.763801790310458,20.192184623794766,19.670149385270676,27.05894958991763,57.797917769768674,6.225501446370408,9.398985718515817,82.82266484329966,4.762406318825241,66.85838125658138,81.96295891817451,74.24634829580597,4.644776544094586,48.216097725930766,42.78642004488916,15.189356325746093,67.82317185263318,22.590561167188504,8.13818496720918,12.13648492568407,27.522313316594797,2.5596134660501555,20.130529646651095,74.7186109237322,14.106148624853043,33.191573170924016,8.536050226110358,27.99041568913286,2.4825208895835047,7.919445666057516,6.0217397444366,3.441245963566534,11.05023753414433,9.39187506022893,2.785118276480143,5.862912960214739,23.492678527312833,27.7,67.0,4.0,2.1,1.5,2.3,0.7,10.6,446499500000.0
Mississippi,13.290915180349598,26.556525551998078,13.83854920312614,41.13486268481151,66.50106889403772,6.093799350161782,10.471892513978979,84.67815652050109,6.275359233075646,77.93580059424433,83.19774692242112,69.19276730401887,7.424274559189684,44.549996288091556,34.84662272264247,19.86171941023029,54.593349683809805,21.628642543216614,12.844922397384373,22.010579210261817,31.91701708325353,3.2113285411860817,30.51294374679021,71.09918704120219,16.816545687830192,40.67172705438878,12.439977423460956,34.92928146605129,3.6643704586325594,15.181961108013148,7.179299720505158,6.786951438406896,17.88891037690278,17.810636634671937,5.02967279272805,10.464303000205089,37.2203845130366,13.5,77.3,4.7,3.0,2.8,2.4,2.3,15.2,138739700000.0
Missouri,12.366469904365738,25.300184689601657,18.23155964629477,32.346751452250075,60.87922956940183,6.37785488669523,9.856807664877865,82.03302326923618,5.6996181373878585,74.87007232433129,81.01126269355971,69.16452703201118,7.222250184697707,48.332960754918744,40.60923683085483,19.17826367780354,60.74401262477937,24.013931419394385,10.099048456215739,17.190143116607846,30.964408682810685,2.7574462804062194,25.291571169940216,72.02194665952896,17.351623045799357,37.66728430898739,11.997933914779173,33.92979463819758,2.9365884497340957,13.858889265192511,7.180448663440327,4.669640738842711,15.29976988376001,13.883294896863534,3.617281236771842,8.321645144675413,30.955730103513403,23.6,72.9,5.1,2.1,3.5,2.4,1.2,14.3,389931200000.0
Montana,8.892142689611518,22.996912804918356,22.614313787104795,26.74093261527288,55.3494281747868,6.376724554027046,10.283473350291729,82.76292187334448,5.1283761866425905,67.04305301868834,77.86646375753777,66.95451080396026,5.789444257795415,44.07385677972165,39.85859105237754,16.385620830393986,63.59033688288472,23.84683334072886,8.05893290686797,13.603458480753366,26.24020163528699,2.6681140770698497,20.795582334408856,68.11323198743786,15.92125701028099,32.044155012673514,10.69842955216609,29.861380585019436,2.6639861954176105,11.007597048188352,7.732676036951075,4.17273857594739,13.08457289922492,10.522612293540265,3.1958846152801264,6.7596479487372205,27.58816196386575,20.2,69.8,4.5,2.2,1.9,2.1,0.9,11.6,65014500000.0
Nebraska,9.23231076971338,21.818233409312665,20.949828231718623,29.370632818181264,61.129879634891836,6.125464431285559,8.622442470611482,82.26141115816533,4.876705257239933,71.32244104472596,79.70045893144139,69.52463100119571,5.25402089533389,50.17049262307939,41.12861650401387,14.798424294644985,66.28452679951845,17.828569653489446,8.840559262857923,12.871820886371184,30.125104904435112,2.605208250581048,23.842815726702558,70.64990838685497,13.458830967381848,37.05485839938239,9.04367792912534,29.154051042627867,2.572797719805346,9.100610075307127,6.48636293267987,3.799412687936805,10.305269767356592,10.358770978340802,3.0002946999835007,5.920088486381773,24.173609252367484,23.9,71.9,4.0,3.4,2.2,1.4,1.2,12.2,161702000000.0
Nevada,14.063187871721006,22.10901020390962,14.278851720631515,30.720141279030376,57.378580981943,5.816375619395857,9.694132107884533,79.54974588031581,5.375508676710588,68.65018633959194,81.33378425701599,66.18488176333837,6.402189128403993,45.70132598980086,31.03766454802193,16.489496916498805,60.067109829512866,18.715946165240293,10.50117430361601,18.404752462713795,32.45525352966977,3.0275860204434424,24.38453452951996,68.21903873134497,17.576123055059636,31.157924784135837,12.718113347016578,36.04026423739762,2.9397331608137556,12.17625470301919,6.7019751964938825,5.429308194584527,14.685767993610671,13.768455507665259,3.845100987884508,7.841347033118097,30.43636381274628,23.6,84.8,4.6,2.1,2.6,1.8,1.3,12.4,215917800000.0
New Hampshire,7.729281090171864,23.65685079539695,17.263423331451875,26.041627813551123,57.524845715454084,6.38377334066719,11.095875426208357,84.53405491176335,4.706716165391881,70.38273582569231,84.00629406072893,74.18152134785515,5.7224338225130165,49.66412340747822,40.695589247454265,13.926083807538129,68.78663102451274,23.697054194696584,7.432083122149011,11.505213060982353,28.447710066004703,2.4638227577984613,19.62331892480302,72.88118707667142,15.07096397963415,31.2745667361655,9.097029644519191,32.19022449373359,2.4175884382343455,9.609656859074782,6.091269568147261,3.342794702921255,11.727611966087638,9.508132804220615,2.580638477399438,6.047199479910613,24.048230083398607,30.7,79.8,4.0,2.3,1.5,2.1,1.0,10.9,105414400000.0
New Jersey,12.136649318613205,20.215791037786246,16.716037273675884,27.7515896938966,58.8282863302878,5.8503674492534365,9.25087235206585,83.4938865754554,4.75755773362411,73.56699524016604,87.4436750968207,68.86421491875046,4.838934686359207,39.652754617664804,36.07748821911423,12.659228261608503,66.00050511862896,18.540067431880203,9.208399677138445,14.125457568848176,31.750507244421957,2.6608306023547743,23.90563930796266,74.01658039759883,14.266258917269964,28.858942747107253,9.687567909374316,34.82676006487445,2.560774209490965,9.105682320200536,4.870894980430834,4.412113318794492,10.99857306415255,10.528848899281655,3.014883086780913,6.152660370578594,23.674143246075104,21.0,81.2,2.9,2.1,1.1,1.8,0.6,8.5,745422200000.0
New Mexico,12.055908306579258,21.945729879383347,14.720505917877079,29.59597916135957,54.942040061875055,5.560899475725668,10.855232605676038,81.69654436434632,5.389951117196322,60.47173030379365,77.93444878884738,62.93524207692602,5.8090145126583455,43.78764743886342,34.895186298636446,15.659895164038362,62.08994076687822,21.24289167092416,11.473025984024591,18.805202192755065,29.772811888403723,3.25229264271978,23.257298841095206,66.7684929700545,16.41037985667409,34.53130664022531,11.9616475343321,32.93066307729609,3.0211269842245083,12.083865271941614,7.758976348814229,6.551015583609066,15.814380230986963,14.231413451727109,4.541435631655337,8.436430094944082,32.2135876518342,23.0,73.4,5.1,2.6,2.8,2.9,1.8,15.2,122114800000.0
New York,8.204061910334048,21.260195968796594,16.933387255731564,28.521513680766805,59.27985772573211,5.814410045053132,10.616838171250295,84.38832696029672,5.053745078434251,76.59069799812089,86.40029901320901,73.56490264400735,5.66277908659914,42.09256917491017,37.45169316884985,14.866978716835467,64.4272751851654,20.043782118826595,10.302532936094247,14.77777706526541,31.102084199502183,2.81704716591568,25.28579816315992,76.33918081814534,14.905028283800197,30.079531852151195,10.110776131151615,34.72043872142412,2.6901005514593654,10.777972841482013,5.3917282053011615,4.992821610984077,12.052619261840883,12.409530027682617,3.6064286529185723,7.583173988512657,26.45751345047742,18.9,92.3,3.1,1.8,1.0,1.2,0.8,7.9,2053179700000.0
North Carolina,12.983515493364619,24.058132156439264,17.317667570642932,32.07144187531194,60.961835881204365,6.070035584706217,9.799867815506955,85.20572402357202,5.518807255542091,77.28228451046435,85.3836037585244,73.48781510510406,6.296879841291414,49.48009940516504,43.13874668022346,15.84177957840094,64.17847405811797,22.3902306873878,10.560121216980649,14.93553798150384,31.3844174224602,2.935730908121778,22.00084311092939,75.33630657931326,15.56419338457698,35.53884301084563,10.77823882336372,33.44506074307266,3.0512426972498385,11.944968620517818,6.877420866061956,5.095447382951754,13.5867243721592,13.160128533710315,3.777122898880711,7.681565584909037,29.130840148222532,22.4,76.9,4.6,2.3,2.4,2.7,1.7,13.7,730072400000.0
North Dakota,7.779051884771622,23.2085508963182,21.6601894578733,29.63944058181968,60.73261315597949,6.447120064830156,8.971223617584663,82.94251962712336,5.278373903797417,71.02885458121061,79.06694113669562,68.93136997579192,5.287881122346273,45.42650461708397,41.56830897040834,15.678102401709534,65.39903516106887,19.266102370739713,8.731285970155417,13.231952853610823,29.21272536996031,2.670391174633653,24.229799031676965,74.17263880931365,13.2847340724797,37.17077984587353,9.289325606363263,30.54727117174314,2.6388886738206954,10.204187506774648,7.158042087985256,3.875350733210486,11.497649906832459,10.319007856010986,3.040636920154643,6.10197651971487,25.824099552486103,20.2,65.6,3.1,2.8,1.4,2.1,1.0,10.4,73267100000.0
Ohio,8.413549505064381,26.426656871547813,18.05641906968386,32.46596111873183,61.80012075534356,6.393565399778285,10.438034045281938,82.67349710955425,5.951816003321557,75.65138524842536,82.7310041233387,70.63546131554818,7.4495278062841495,43.2192827565529,38.26015480283263,19.25858764889728,62.936791203272456,23.28454048920303,10.80360619173979,16.45340658676469,30.238968271437976,2.8531267993925646,26.647192792675938,72.42222555366432,17.145920027110314,38.977091382805305,11.55894839540554,37.020878815370125,2.97195041399346,13.176952775195485,5.8838567210896215,4.5185704316046404,13.887296249232918,13.466008283349677,3.5633744501387388,7.917478090226865,28.562806106306976,23.9,82.8,5.2,2.9,3.2,2.2,1.7,15.2,822669700000.0
Oklahoma,13.051689606207132,24.416673518720906,14.226084303093408,35.64952896412242,60.57969166508429,6.2649533353784985,11.262491085849511,79.86930218662889,6.165641132793815,72.68008124136647,80.62166112858476,62.86236865188948,7.177467586104484,42.209531663137795,38.18478959343948,18.892066324540544,58.029533173181726,24.82684865622395,11.455438779382833,19.4814606489326,32.53009693127469,2.990102590176838,28.788505003839077,68.22448114815514,18.07941990734551,39.323593483132036,12.361461948272717,33.65817090536665,3.1499426710068303,15.0197961240032,8.124722780266787,5.540820249839527,15.617627103933916,15.91718016103289,4.114393176808836,8.73401985983682,35.16022875409587,19.0,76.0,5.2,1.6,2.8,1.9,1.7,13.2,240534300000.0
Oregon,8.503268886792878,22.37366984954624,17.753445175694246,27.346049991109606,52.45605871665071,6.327978159063908,10.933990516125766,83.2338893186895,5.186178342524001,64.88324321651,80.29057205872138,72.62327477447242,5.823463486377676,46.304026843108645,40.7834294320391,14.019905090605501,66.46735952879723,25.833294545300394,8.595291057439024,14.280994358425446,27.128497687908233,2.7075331211413616,19.75900561802384,73.63383333863226,17.3495412673348,31.610909257905096,10.665443371709229,29.249893279920304,2.6457294187329476,10.8015469760289,6.646820028943833,4.338134500506929,14.2918148536735,11.76012121554677,3.2792947266409254,7.107945847478484,28.831169799500962,25.8,73.4,3.8,2.0,2.7,1.9,1.2,11.6,299125500000.0
Pennsylvania,8.104945304154812,24.200186770251538,18.18152711620499,29.051529220484703,59.906389057560375,6.20696184126326,10.615138356390931,83.15070212593959,5.360784988895451,74.33605002940438,83.6475172739149,73.71523753831363,6.071432651941644,43.6444580461547,40.28269643389383,17.22620423731585,64.96433501984255,21.66670598306579,9.041950883272952,15.416484277759984,28.945091505312842,2.71695288881813,24.19670498183593,73.62593220053971,16.08361756536689,34.00311407170718,10.981274510076169,35.72847343454856,2.7904131315076084,11.767377701855036,6.165528805182575,4.416345447751846,13.287024346392828,11.87460319517287,3.3057229620112714,7.281100019932035,27.316502636212,25.6,75.5,3.8,2.1,1.4,1.8,1.0,10.1,923088800000.0
